Row Name,SIL ID,Short Name,Long Description,Passage,Keywords,Projects
126,"oc00126,ow00126,oi00126,ob00126",M6S1 Judas' Betrayal,"A mischievous/sneeky man speaking to Jewish religious leaders. He's holding a small bag of money.

",Luke 22:1-6,,Akuo Luke
127,oc00127,M6S2 Jesus's Last Passover,"Jesus and his followers eat passover. Rock/Peter is sitting near him.

",Luke 22:7-38,,Akuo Luke
128,"oc00128,ow00128,oi00128,ob00128",M6S3 Olive Tree Mountain,"Jesus surrounded by foliage at night. He's praying alone and is in great distress.
",Luke 22:39-53,,Akuo Luke
129,"oc00129,ow00129,oi00129,ob00129",M6S4 Jesus's Trial and Peter's Denial,"Rock/Peter around a fire pit. He's in the courtyard/garden of a beautiful house. There are other people around the fire. Peter is defending himself and is animated.
",Luke 22:54-62,,Akuo Luke
130,"oc00130,ob00130,oi00130,ow00130",M6S4-V2 Jesus before the National Council,"Luke 22:54-62 Jesus, bloodied and bruised, before the Sanhedrin. One of them is shouting and pointing at them.",Luke 22:54-62,,Akuo Luke
131,"oc00131,ow00131,ob00131,oi00131",M6S5 Jesus Tried by Pilate and Herod,Luke 23:1-25 Jesus under guard being questioned by a Roman ruler. He's in a magnificent administrative building,Luke 23:1-25,,Akuo Luke
132,"oc00132,ow00132,oi00132,ob00132",M6S6 The Crucifixion,"Luke 23:26-49 Jesus on a cross. His hands and feet are nailed. He's looking up and saying something to God. There are two men on crossed to either side of him. A huge crowd is watching and there are Roman officers around Jesus.

Sign above Jesus will need to read:

""יֵשׁוּעַ הַנָּצְרִי מֶלֶךְ הַיְּהוּדִים
IESUS NAZARENUS REX IUDAEORUM
ἸΗΣΟΥΣ Ὁ ΝΑΖΩΡΑΙΟΣ Ὁ ΒΑΣΙΛΕΥΣ ΤΩΝ ἸΟΥΔΑΙΩΝ""",Luke 23:26-49,,Akuo Luke
133,"oc00133,ow00133,oi00133,ob00133",M6S7 Jesus's Tomb,"Luke 23:50-24:12 A man totally wrapped in strips of cloth, lying in a tomb.",Luke 23:50-24:12,,Akuo Luke
134,"oc00134,ow00134,ob00134,oi00134",M6S8 The appearances of Jesus,Luke 24:13-53 Jesus ascending into the sky. His followers watch him and are amazed.,Luke 24:13-53,,Akuo Luke
135,"oc00135,ow00135,ob00135,oi00135",M6S8-V2 S8 The Road to Emmaus,Luke 24:13-53 Jesus sitting around a table with two men. Jesus is tearing a flat loaf of bread and the men are very surprised. His wrists are covered by his clothing.,Luke 24:13-53,,Akuo Luke
136,"oc00136,ow00136,ob00136,oi00136",M6S8-V3 Jesus Eats with his Followers,Luke 24:13-53 Jesus standing among his followers. They are shocked. Jesus is holding out his arm and guesturing to the wound in his wrist.,Luke 24:13-53,,Akuo Luke
137,"oc00137,ow00137,ob00137,oi00137",Man interrupts Jesus' teaching.,Luke 12:13-21 A man interrupts Jesus as he's teaching. Jesus looks over and is annoyed.,Luke 12:13-21,,Akuo Luke
138,"oc00138,ow00138,ob00138,oi00138",KCS | Baptism: Baptizo,"John the Baptizer standing in the Jordan River with a man who has come to be baptized, while other people line up on the bank",Luke 3:1-22,"Baptism, Water, John the Baptist, Jordan River, Ritual Cleansing",Akuo KCS
139,"oc00139,ow00139,ob00139,oi00139",Luke M6S5.2 Herod's trial,"Luke 23:6-12
JESUS standing solemnly before HEROD in a spatial room in a palace.
Jesus clothing should match: M6S5 Jesus Tried by Pilate and Herod (https://app.clickup.com/t/868a34xvd) (First century simple Jewish natural tunic with a tied sash around the middle).
Herod should match HEROD consistent character. Kingly",Luke 23:6-12,,Akuo Luke
140,"oc00140,ob00140,ow00140,oi00140",Luke M6S5.3 The verdict 23:13-25,"Luke 23:13-25
People yelling, urging Pilate (probable off screen would be easiest) to crucify Jesus",Luke 23:13-25,,Akuo Luke
141,"oc00141,oi00141,ob00141,ow00141",a farmer sowing seed,A farmer scatters seed by hand across furrowed earth. Birds circle nearby as the parable of receptive hearts begins.,"1 Corinthians 15,  2 Corinthians 09,  Galatians 06,  Luke 08,  Mark 04,  Matthew 13, Genesis 26, Matthew 13:1–23; Mark 4:1–20; Luke 8:4–15","cross, farmer, parable, seed, sower; bag",SIL 100
142,oc00142,a farmer sowing seed,A farmer scatters seed by hand across furrowed earth. Birds circle nearby as the parable of receptive hearts begins.,"1 Corinthians 15,  2 Corinthians 09,  Galatians 06,  Luke 08,  Mark 04,  Matthew 13, Genesis 26, Matthew 13:1–23; Mark 4:1–20; Luke 8:4–15","cross, farmer, parable, seed, sower; bag",SIL 100
143,"oc00143,ob00143,ow00143,oi00143",a farmer winnows the harvest,A farmer tosses grain into the wind as chaff drifts away. Dust and sunlight capture the ancient rhythm of harvest and God’s refining work.,"Luke 03,  Matthew 03, Judges 06, Ruth 2–3; Isaiah 28:27–28; Matthew 13","farmer, grain, harvest",SIL 100
144,"oc00144,oi00144,ob00144,ow00144",a farmer winnows the harvest,A farmer tosses grain into the wind as chaff drifts away. Dust and sunlight capture the ancient rhythm of harvest and God’s refining work.,"Luke 03,  Matthew 03, Judges 06, Ruth 2–3; Isaiah 28:27–28; Matthew 13","farmer, grain, harvest",SIL 100
145,"oc00145,ob00145,oi00145,ow00145",a farmer with his oxen thresh the grain,A farmer tosses grain into the wind as chaff drifts away. Dust and sunlight capture the ancient rhythm of harvest and God’s refining work.,"1 Corinthians 09,  1 Timothy 05,  Isaiah 41, 2 Samuel 24, Ruth 2–3; Isaiah 28:27–28; Matthew 13","farmer, grain, yoke",SIL 100
146,"oc00146,ow00146,oi00146,ob00146",a high priest with a censer,A high priest bears a gold plate ‘Holy to the Lord’ and a jeweled breastpiece of twelve stones. He ministers with incense before the Holy One.,"Hebrews 09,  Hebrews 10,  Leviticus 16,  Luke 01,  Luke 10,  Matthew 08,  Numbers 16, Exodus 28, Exodus 28; Leviticus 16; Hebrews 9","ephod; turban; garments, high, holy, Holy One, priest, stone",SIL 100
147,"oc00147,oi00147,ob00147,ow00147",a lamp at night,"A historically grounded depiction of “a lamp at night.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 John 01,  Ephesians 05,  John 01,  John 03,  John 12,  Luke 15,  Matthew 04, Exodus 25:31–40; Psalm 119:105; Matthew 5:14–16, Psalms 119","lamp, light, night",SIL 100
148,oc00148,A man leads loaded camels.,"A caravan winds through desert tracks behind patient camels. The journey reflects ancient trade, hospitality, and long endurance.","Exodus 09,  Leviticus 11,  Luke 18,  Mark 10,  Matthew 19,  Matthew 23, Genesis 12, Genesis 24; Matthew 19:23–24","camels, cargo, desert",SIL 100
149,"oc00149,ow00149,ob00149,oi00149",A man leads loaded camels.,"A caravan winds through desert tracks behind patient camels. The journey reflects ancient trade, hospitality, and long endurance.","Exodus 09,  Leviticus 11,  Luke 18,  Mark 10,  Matthew 19,  Matthew 23, Genesis 12, Genesis 24; Matthew 19:23–24","camels, cargo, desert",SIL 100
150,"oc00150,oi00150,ob00150,ow00150",a man picking figs,"A historically grounded depiction of “a man picking figs.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","James 03,  Luke 13,  Luke 21,  Mark 11,  Mark 13,  Matthew 21,  Matthew 24, Song of Songs 02","figs, picking, tree; harvest; fruit",SIL 100
151,"oc00151,oi00151,ob00151,ow00151",A man plows with yoked oxen.,"A historically grounded depiction of “A man plows with yoked oxen..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 Corinthians 09,  1 Timothy 06,  2 Corinthians 06,  Acts 15,  Isaiah 28,  Luke 09,  Luke 17,  Matthew 11,  Philippians 04, 1 Kings 19","oxen, plant; farm, plows, yoked",SIL 100
152,"oc00152,ob00152,ow00152,oi00152",A man plows with yoked oxen.,"A historically grounded depiction of “A man plows with yoked oxen..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 Corinthians 09,  1 Timothy 06,  2 Corinthians 06,  Acts 15,  Isaiah 28,  Luke 09,  Luke 17,  Matthew 11,  Philippians 04, 1 Kings 19","oxen, plowing; farmer, plows, yoked",SIL 100
153,"oc00153,oi00153,ob00153,ow00153",a one storey house with a flat roof,"A historically grounded depiction of “a one storey house with a flat roof.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Acts 10,  Luke 09,  Luke 10,  Luke 12,  Luke 17,  Mark 06,  Matthew 10,  Matthew 24, Matthew 10","flat, house, house-top; single, roof, storey",SIL 100
154,oc00154,a one storey house with a flat roof,"A historically grounded depiction of “a one storey house with a flat roof.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Acts 10,  Luke 09,  Luke 10,  Luke 12,  Luke 17,  Mark 06,  Matthew 10,  Matthew 24, Matthew 10","flat, house, house-top; single, roof, storey",SIL 100
155,"oc00155,oi00155,ob00155,ow00155",a one storey house with a flat roof,"A historically grounded depiction of “a one storey house with a flat roof.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Acts 10,  Luke 09,  Luke 10,  Luke 12,  Luke 17,  Mark 06,  Matthew 10,  Matthew 24, Matthew 10","flat, house, house-top; single, roof, storey",SIL 100
156,"oc00156,oi00156,ob00156,ow00156",A paralyzed man is lowered through a tiled roof.,"A historically grounded depiction of “A paralyzed man is lowered through a tiled roof..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Luke 05,"Jesus; hole; friends; crowd, lowered, paralyzed, roof, through, tiled",SIL 100
157,"oc00157,oi00157,ow00157,ob00157",a pot in the potter's hands,"A potter’s hands shape wet clay on a turning wheel. The vessel forms under skillful pressure, as God fashions hearts.","Isaiah 45,  Isaiah 64, Isaiah 29, Jeremiah 18:1–6; Romans 9:20–21","clay, hands",SIL 100
158,"oc00158,oi00158,ow00158,ob00158",a pot in the potter's hands,"A potter’s hands shape wet clay on a turning wheel. The vessel forms under skillful pressure, as God fashions hearts.","Isaiah 45,  Isaiah 64, Isaiah 29, Jeremiah 18:1–6; Romans 9:20–21","clay, hands",SIL 100
159,"oc00159,oi00159,ob00159,ow00159",a priest holds a bowl for blood,"A historically grounded depiction of “a priest holds a bowl for blood.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Leviticus 01,  Leviticus 04,  Leviticus 09, Exodus 24","blood, bowl, holds, offering; sacrifice, priest",SIL 100
160,"oc00160,oi00160,ob00160,ow00160",a priest holds a bowl for blood,"A historically grounded depiction of “a priest holds a bowl for blood.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Leviticus 01,  Leviticus 04,  Leviticus 09, Exodus 24","blood, bowl, holds, offering; sacrifice, priest",SIL 100
161,oc00161,a priest holds a bowl for blood,"A historically grounded depiction of “a priest holds a bowl for blood.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Leviticus 01,  Leviticus 04,  Leviticus 09, Exodus 24","blood, bowl, holds, offering; sacrifice, priest",SIL 100
162,"oc00162,oi00162,ob00162,ow00162",a priest holds a bowl for blood,"A historically grounded depiction of “a priest holds a bowl for blood.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Leviticus 01,  Leviticus 04,  Leviticus 09, Exodus 24","blood, bowl, holds, offering; sacrifice, priest",SIL 100
163,oc00163,a Roman centurion,A Roman centurion stands in segmented armor with crested helmet and gladius at his side. Authority and discipline mark Rome’s presence in Judea.,"Acts 10,  Luke 07,  Luke 23,  Mark 15,  Matthew 27, Matthew 08, Matthew 8:5–13; Luke 7:1–10; Acts 10","ark, armor; soldier, centurion, Judea, roman",SIL 100
164,"oc00164,oi00164,ob00164,ow00164",a Roman centurion,A Roman centurion stands in segmented armor with crested helmet and gladius at his side. Authority and discipline mark Rome’s presence in Judea.,"Acts 10,  Luke 07,  Luke 23,  Mark 15,  Matthew 27, Matthew 08, Matthew 8:5–13; Luke 7:1–10; Acts 10","ark, armor; soldier, centurion, Judea, roman",SIL 100
165,"oc00165,oi00165,ob00165,ow00165",a Roman soldier in armor,A Roman centurion stands in segmented armor with crested helmet and gladius at his side. Authority and discipline mark Rome’s presence in Judea.,"Ephesians 06, Matthew 8:5–13; Luke 7:1–10; Acts 10","ark, armor, centurion, helmet; breastplate; sword; shield; belt, Judea, roman",SIL 100
166,oc00166,a Roman soldier in armor,A Roman centurion stands in segmented armor with crested helmet and gladius at his side. Authority and discipline mark Rome’s presence in Judea.,"Ephesians 06, Matthew 8:5–13; Luke 7:1–10; Acts 10","ark, armor, centurion, helmet; breastplate; sword; shield; belt, Judea, roman",SIL 100
167,"oc00167,ow00167,ob00167,oi00167",a scroll,A parchment scroll lies unrolled beside a reed pen and ink. The scene honors God’s word carefully preserved and proclaimed.,"2 Chronicles 34,  2 Kings 22,  Deuteronomy 31,  Luke 04, Deuteronomy 17, Jeremiah 36; Ezekiel 2–3; Revelation 5; Revelation 10","nan, scroll",SIL 100
168,"oc00168,oi00168,ob00168,ow00168",a seven-branch candle stick,"A historically grounded depiction of “a seven-branch candle stick.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy, ","Exodus 37,  Leviticus 24,  Numbers 08, Exodus 25","candle, lampstand, seven-branch, stick, temple",SIL 100
169,"oc00169,ob00169,ow00169,oi00169",A shepherd leads his sheep.,A shepherd carries a stray sheep across rocky Judean hills. The scene speaks of God’s tender pursuit of the lost.,"1 Samuel 16,  John 10,  Psalms 23,  Psalms 79, Ezekiel 34; Psalm 23; Luke 15:3–7; John 10:1–18, Genesis 04","cross, Judea, pasture, sheep, shepherd",SIL 100
170,"oc00170,ow00170,oi00170,ob00170",A shepherd leads his sheep.,A shepherd carries a stray sheep across rocky Judean hills. The scene speaks of God’s tender pursuit of the lost.,"1 Samuel 16,  John 10,  Psalms 23,  Psalms 79, Ezekiel 34; Psalm 23; Luke 15:3–7; John 10:1–18, Genesis 04","cross, Judea, pasture, sheep, shepherd",SIL 100
171,oc00171,A shepherd leads his sheep.,A shepherd carries a stray sheep across rocky Judean hills. The scene speaks of God’s tender pursuit of the lost.,"1 Samuel 16,  John 10,  Psalms 23,  Psalms 79, Ezekiel 34; Psalm 23; Luke 15:3–7; John 10:1–18, Genesis 04","cross, Judea, pasture, sheep, shepherd",SIL 100
172,oc00172,A shepherd leads his sheep.,A shepherd carries a stray sheep across rocky Judean hills. The scene speaks of God’s tender pursuit of the lost.,"1 Samuel 16,  John 10,  Psalms 23,  Psalms 79, Ezekiel 34; Psalm 23; Luke 15:3–7; John 10:1–18, Genesis 04","cross, Judea, pasture, sheep, shepherd",SIL 100
173,"oc00173,ow00173,ob00173",a two storey house,"A historically grounded depiction of “a two storey house.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Acts 01,  Acts 09,  Acts 20,  Exodus 12,  Luke 22,  Mark 14, Exodus 12","house, steps; roof, storey",SIL 100
174,oc00174,a two storey house,"A historically grounded depiction of “a two storey house.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Acts 01,  Acts 09,  Acts 20,  Exodus 12,  Luke 22,  Mark 14, Exodus 12","house, steps; roof, storey",SIL 100
175,"oc00175,ow00175,ob00175,oi00175",a two storey house,"A historically grounded depiction of “a two storey house.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Acts 01,  Acts 09,  Acts 20,  Exodus 12,  Luke 22,  Mark 14, Exodus 12","house, steps; roof, storey",SIL 100
176,"oc00176,ow00176,ob00176",a two storey house in Jerusalem,"A historically grounded depiction of “a two storey house.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Acts 01,  Acts 09,  Acts 20,  Exodus 12,  Luke 22,  Mark 14, Exodus 12","house, steps; roof, storey",SIL 100
177,"oc00177,ow00177,ob00177",a vineyard,"A grapevine climbs a wooden trellis, heavy clusters hanging in Levantine sun. A caretaker tends branches, symbolizing fruitfulness and life in God.","Isaiah 05,  Luke 20,  Mark 12,  Matthew 20,  Matthew 21, 1 Kings 21, Psalm 80; Isaiah 5:1–7; John 15",grape; vine; wine press; watchtower,SIL 100
178,"oc00178,ob00178,ow00178",a vineyard,"A grapevine climbs a wooden trellis, heavy clusters hanging in Levantine sun. A caretaker tends branches, symbolizing fruitfulness and life in God.","Isaiah 05,  Luke 20,  Mark 12,  Matthew 20,  Matthew 21, 1 Kings 21, Psalm 80; Isaiah 5:1–7; John 15",grape; vine; wine press; watchtower,SIL 100
179,oc00179,a wineskin,"A historically grounded depiction of “a wineskin.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Luke 05,  Mark 02, Matthew 09","bottle, wineskin",SIL 100
180,"oc00180,oi00180,ob00180,ow00180",a wineskin,"A historically grounded depiction of “a wineskin.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Luke 05,  Mark 02, Matthew 09","bottle, wineskin",SIL 100
181,"oc00181,oi00181,ob00181,ow00181",a wreath,"A historically grounded depiction of “a wreath.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","2 Timothy 04, 1 Corinthians 09","victor; crown, wreath",SIL 100
182,oc00182,a young donkey,"A historically grounded depiction of “a young donkey.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","John 12,  Luke 19,  Mark 11,  Matthew 21,  Numbers 22,  Zechariah 09, Genesis 22","ass; colt, donkey, young",SIL 100
183,"oc00183,oi00183,ow00183,ob00183",Alabaster Jar,"Photorealistic reconstruction of a first-century alabastron perfume vessel made of Egyptian calcite-alabaster, showing its slender teardrop form and historical use for precious oils in Judean, Roman-period cultural and ritual contexts.","John 12:1–8,  Luke 7:36–50,  Mark 14:3-9, Matthew 26:6-13","alabaster, jars, made, perfume, alabastron, alabaster perfume jar, Egyptian calcite, perfume vessel, aromatic oils, nard, myrrh, break-neck jar, ritual anointing, burial customs, luxury container
",SIL 100
184,"oc00184,oi00184,ow00184,ob00184",Alabaster Jar,"Photorealistic reconstruction of a first-century alabastron perfume vessel made of Egyptian calcite-alabaster, showing its slender teardrop form and historical use for precious oils in Judean, Roman-period cultural and ritual contexts.","John 12:1–8,  Luke 7:36–50,  Mark 14:3-9, Matthew 26:6-13","alabaster, jars, made, perfume, alabastron, alabaster perfume jar, Egyptian calcite, perfume vessel, aromatic oils, nard, myrrh, break-neck jar, ritual anointing, burial customs, luxury container
",SIL 100
185,"oc00185,ow00185,ob00185,oi00185",an aerial view of the tabernacle of meeting,"The Tabernacle stands at the camp’s center, linen curtains and bronze altar set in desert light. Here God dwells among His people and meets Moses face‑to‑face.","Acts 07,  Exodus 40,  Hebrews 08,  Hebrews 09,  Leviticus 01,  Leviticus 16,  Numbers 03, Exodus 25–31; Exodus 35–40; Hebrews 8–9, Exodus 26","altar, desert, face, Here God, Moses, tabernacle, tent, The Tabernacle",SIL 100
186,"oc00186,ow00186,ob00186,oi00186",an aerial view of the tabernacle of meeting,"The Tabernacle stands at the camp’s center, linen curtains and bronze altar set in desert light. Here God dwells among His people and meets Moses face‑to‑face.","Acts 07,  Exodus 40,  Hebrews 08,  Hebrews 09,  Leviticus 01,  Leviticus 16,  Numbers 03, Exodus 25–31; Exodus 35–40; Hebrews 8–9, Exodus 26","altar, desert, face, Here God, Moses, tabernacle, tent, The Tabernacle",SIL 100
187,oc00187,an offering on the altar in the tabernacle,"The Tabernacle stands at the camp’s center, linen curtains and bronze altar set in desert light. Here God dwells among His people and meets Moses face‑to‑face.","1 Chronicles 06,  1 Chronicles 16,  Deuteronomy 12,  Exodus 35,  Exodus 38,  Exodus 40,  Hebrews 07,  Leviticus 01,  Leviticus 04,  Leviticus 16,  Psalms 51, Exodus 25–31; Exodus 35–40; Hebrews 8–9; Leviticus 1–7; Hebrews 9–10, Exodus 27","altar, desert, face, Here God, Moses, offering, sacrifice, tabernacle, The Tabernacle",SIL 100
188,oc00188,Ancient Jewish Royal Diadem - Saul’s Crown ,"A historically grounded depiction of “the king's crown.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 Chronicles 11,  1 Peter 05,  1 Thessalonians 02,  2 Chronicles 23,  2 Kings 11,  2 Timothy 04,  James 01,  Philippians 04,  Revelation 02, 2 Samuel 05","king's, king Saul, nezer, diadem, Israelite monarchy, gold band, Iron Age, circlet, crown",SIL 100
189,oc00189,Ancient Jewish Royal Diadem - Saul’s Crown ,"A historically grounded depiction of “the king's crown.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 Chronicles 11,  1 Peter 05,  1 Thessalonians 02,  2 Chronicles 23,  2 Kings 11,  2 Timothy 04,  James 01,  Philippians 04,  Revelation 02, 2 Samuel 05","king's, king Saul, nezer, diadem, Israelite monarchy, gold band, Iron Age, circlet, crown",SIL 100
190,"oc00190,ow00190,ob00190",Artemis of Ephesians,"A historically grounded depiction of “Artemis of Ephesians.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Acts 19,"artemis, Artemis of Ephesians, Diana; goddess, ephesians",SIL 100
191,"oc00191,ow00191,oi00191",Artemis of Ephesians,"A historically grounded depiction of “Artemis of Ephesians.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Acts 19,"artemis, Artemis of Ephesians, Diana; goddess, ephesians",SIL 100
192,oc00192,Baby Jesus is lying in a manger in the stable.,The child lies in a manger while Mary and Joseph keep watch. Lantern light warms rough wood as heaven’s gift arrives in poverty.,Luke 2:1–20; Micah 5:2,"Baby Jesus, Jesus, Joseph, lamb; cattle; Savior; Jesus (baby), manger, Mary",SIL 100
193,oc00193,Baby Jesus is lying in a manger in the stable.,The child lies in a manger while Mary and Joseph keep watch. Lantern light warms rough wood as heaven’s gift arrives in poverty.,Luke 2:1–20; Micah 5:2,"Baby Jesus, Jesus, Joseph, lamb; cattle; Savior; Jesus (baby), manger, Mary",SIL 100
194,"oc00194,ow00194,ob00194,oi00194",Baby Jesus is lying in a manger in the stable.,The child lies in a manger while Mary and Joseph keep watch. Lantern light warms rough wood as heaven’s gift arrives in poverty.,Luke 2:1–20; Micah 5:2,"Baby Jesus, Jesus, Joseph, lamb; cattle; Savior; Jesus (baby), manger, Mary",SIL 100
195,oc00195,Baby Jesus is lying in a manger in the stable.,The child lies in a manger while Mary and Joseph keep watch. Lantern light warms rough wood as heaven’s gift arrives in poverty.,Luke 2:1–20; Micah 5:2,"Baby Jesus, Jesus, Joseph, lamb; cattle; Savior; Jesus (baby), manger, Mary",SIL 100
196,oc00196,Baby Jesus is lying in a manger in the stable.,The child lies in a manger while Mary and Joseph keep watch. Lantern light warms rough wood as heaven’s gift arrives in poverty.,Luke 2:1–20; Micah 5:2,"Baby Jesus, Jesus, Joseph, lamb; cattle; Savior; Jesus (baby), manger, Mary",SIL 100
197,"oc00197,oi00197,ob00197,ow00197",Baby Jesus is lying in a manger in the stable.,The child lies in a manger while Mary and Joseph keep watch. Lantern light warms rough wood as heaven’s gift arrives in poverty.,Luke 2:1–20; Micah 5:2,"Baby Jesus, Jesus, Joseph, lamb; cattle; Savior; Jesus (baby), manger, Mary",SIL 100
198,"oc00198,oi00198,ob00198,ow00198",bear,"A historically grounded depiction of “bear.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","2 Kings 2:23-25, 1 Samuel 17:34–37, 2 Samuel 17:8, Proverbs 17:12, Proverbs 28:15, Hosea 13:8, Lamentations 3:10, Amos 5:19","bear, nan",SIL 100
199,oc00199,bear,"A historically grounded depiction of “bear.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","2 Kings 2:23-25, 1 Samuel 17:34–37, 2 Samuel 17:8, Proverbs 17:12, Proverbs 28:15, Hosea 13:8, Lamentations 3:10, Amos 5:19","bear, nan",SIL 100
200,oc00200,bear,"A historically grounded depiction of “bear.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","2 Kings 2:23-25, 1 Samuel 17:34–37, 2 Samuel 17:8, Proverbs 17:12, Proverbs 28:15, Hosea 13:8, Lamentations 3:10, Amos 5:19","bear, nan",SIL 100
201,"oc00201,oi00201,ob00201,ow00201",brass vessels and clay pots,"A potter’s hands shape wet clay on a turning wheel. The vessel forms under skillful pressure, as God fashions hearts.","2 Chronicles 09,  Mark 07,  Romans 09, 1 Kings 10, Jeremiah 18:1–6; Romans 9:20–21","clay, dishes",SIL 100
202,"oc00202,oi00202,ob00202,ow00202",brass vessels and clay pots,"A potter’s hands shape wet clay on a turning wheel. The vessel forms under skillful pressure, as God fashions hearts.","2 Chronicles 09,  Mark 07,  Romans 09, 1 Kings 10, Jeremiah 18:1–6; Romans 9:20–21","clay, dishes",SIL 100
203,oc00203,brass vessels and clay pots,"A potter’s hands shape wet clay on a turning wheel. The vessel forms under skillful pressure, as God fashions hearts.","2 Chronicles 09,  Mark 07,  Romans 09, 1 Kings 10, Jeremiah 18:1–6; Romans 9:20–21","clay, dishes",SIL 100
204,"oc00204,oi00204,ob00204,ow00204",David’s Ceremonial Crown (Atarah Diadem),"A wider gold circlet with repeating stamped patterns, used for formal occasions rather than battle. Richly decorated but still simple compared to later royal crowns.",2 Samuel 12:30,"David, atarah, royal circlet, Judean monarchy, gold crown, Iron Age II, stamped motifs, Jerusalem",SIL 100
205,"oc00205,oi00205,ob00205,ow00205",David’s Ceremonial Crown (Atarah Diadem),"A wider gold circlet with repeating stamped patterns, used for formal occasions rather than battle. Richly decorated but still simple compared to later royal crowns.",2 Samuel 12:30,"David, atarah, royal circlet, Judean monarchy, gold crown, Iron Age II, stamped motifs, Jerusalem",SIL 100
206,"oc00206,oi00206,ow00206,ob00206","Disciples in Boat in Storm, Jesus Walks to Them","In the darkest hours before dawn, the disciples struggle against a strong headwind on the Sea of Galilee. Suddenly they see a distant figure walking toward them across the water. Terrified, they think it is a spirit. Fear fills the boat before recognition comes.","Matthew 14:22–33, Mark 6:45–52, John 6:16–21","boat, storm, wind; waves",SIL 100
207,"oc00207,oi00207,ow00207,ob00207","Disciples in Boat in Storm, Jesus Walks to Them","In the darkest hours before dawn, the disciples struggle against a strong headwind on the Sea of Galilee. Suddenly they see a distant figure walking toward them across the water. Terrified, they think it is a spirit. Fear fills the boat before recognition comes.","Matthew 14:22–33, Mark 6:45–52, John 6:16–21","boat, storm, wind; waves",SIL 100
208,"oc00208,oi00208,ow00208,ob00208","Disciples in Boat in Storm, Jesus Walks to Them","In the darkest hours before dawn, the disciples struggle against a strong headwind on the Sea of Galilee. Suddenly they see a distant figure walking toward them across the water. Terrified, they think it is a spirit. Fear fills the boat before recognition comes.","Matthew 14:22–33, Mark 6:45–52, John 6:16–21","boat, storm, wind; waves",SIL 100
209,"oc00209,ow00209,ob00209,oi00209","Disciples in Boat in Storm, Jesus Walks to Them","In the darkest hours before dawn, the disciples struggle against a strong headwind on the Sea of Galilee. Suddenly they see a distant figure walking toward them across the water. Terrified, they think it is a spirit. Fear fills the boat before recognition comes.","Matthew 14:22–33, Mark 6:45–52, John 6:16–21","boat, storm, wind; waves",SIL 100
210,"oc00210,ob00210,oi00210,ow00210",Egyptian Nile Transport Boat,"Long narrow papyrus or wooden boat with high curved prow/stern, single square sail; used for transport and ritual travel on the Nile.",Isaiah 18:2,"Egyptian boat, Nile boat, papyrus vessel, ancient Egypt transportation, biblical Egypt context, Pharaoh-era boats, Nile river craft, Old Testament Egypt.",SIL 100
211,"oc00211,oi00211,ob00211,ow00211",Egyptian Nile Transport Boat,"Long narrow papyrus or wooden boat with high curved prow/stern, single square sail; used for transport and ritual travel on the Nile.",Isaiah 18:2,"Egyptian boat, Nile boat, papyrus vessel, ancient Egypt transportation, biblical Egypt context, Pharaoh-era boats, Nile river craft, Old Testament Egypt.",SIL 100
212,oc00212,figs on a branch,"A historically grounded depiction of “figs on a branch.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Jeremiah 24, Genesis 03","branch, figs, fruit",SIL 100
